id_text,source,target,Type,ancient_author,recipient
P334163,Aqaba,Sapiku,undirected,,
P334163,Aqaba,Marduk-apla-iddina,undirected,,
P334163,La-baši,Zaqiru,undirected,,
P334163,La-baši,Bel-leʾi,undirected,,
P334163,La-baši,Saʾeru,undirected,,
P334163,La-baši,Marduk-šarru-uṣur,undirected,,
P334163,La-baši,Eriba,undirected,,
P334163,La-baši,Sin-duru-uṣur,undirected,,
P334163,La-baši,Ata,undirected,,
P334163,La-baši,Sapiku,undirected,,
P334163,La-baši,Marduk-apla-iddina,undirected,,
P334163,Zaqiru,Bel-leʾi,undirected,,
P334163,Zaqiru,Saʾeru,undirected,,
P334163,Zaqiru,Marduk-šarru-uṣur,undirected,,
P334163,Zaqiru,Eriba,undirected,,
P334163,Zaqiru,Sin-duru-uṣur,undirected,,
P334163,Zaqiru,Ata,undirected,,
P334163,Zaqiru,Sapiku,undirected,,
P334163,Zaqiru,Marduk-apla-iddina,undirected,,
P334163,Bel-leʾi,Saʾeru,undirected,,
P334163,Bel-leʾi,Marduk-šarru-uṣur,undirected,,
P334163,Bel-leʾi,Eriba,undirected,,
P334163,Bel-leʾi,Sin-duru-uṣur,undirected,,
P334163,Bel-leʾi,Ata,undirected,,
P334163,Bel-leʾi,Sapiku,undirected,,
P334163,Bel-leʾi,Marduk-apla-iddina,undirected,,
P334163,Saʾeru,Marduk-šarru-uṣur,undirected,,
P334163,Saʾeru,Eriba,undirected,,
P334163,Saʾeru,Sin-duru-uṣur,undirected,,
P334163,Saʾeru,Ata,undirected,,
P334163,Saʾeru,Sapiku,undirected,,
P334163,Saʾeru,Marduk-apla-iddina,undirected,,
P334163,Marduk-šarru-uṣur,Eriba,undirected,,
P334163,Marduk-šarru-uṣur,Sin-duru-uṣur,undirected,,
P334163,Marduk-šarru-uṣur,Ata,undirected,,
P334163,Marduk-šarru-uṣur,Saʾeru,undirected,,
P334163,Marduk-šarru-uṣur,Sapiku,undirected,,
P334163,Marduk-šarru-uṣur,Marduk-apla-iddina,undirected,,
P334163,Eriba,Sin-duru-uṣur,undirected,,
P334163,Eriba,Marduk-šarru-uṣur,undirected,,
P334163,Eriba,Ata,undirected,,
P334163,Eriba,Saʾeru,undirected,,
P334163,Eriba,Sapiku,undirected,,
P334163,Eriba,Marduk-apla-iddina,undirected,,
P334163,Sin-duru-uṣur,Marduk-šarru-uṣur,undirected,,
P334163,Sin-duru-uṣur,Ata,undirected,,
P334163,Sin-duru-uṣur,Saʾeru,undirected,,
P334163,Sin-duru-uṣur,Sapiku,undirected,,
P334163,Sin-duru-uṣur,Marduk-apla-iddina,undirected,,
P334163,Ata,Saʾeru,undirected,,
P334163,Ata,Sapiku,undirected,,
P334163,Ata,Marduk-apla-iddina,undirected,,
P313769,Raši-Marduk,Ahhešaya,undirected,,
P334661,Nergal-eṭir,Humbe,undirected,Nergal-eṭir,
P313421,Šarru-emuranni,Šamaš-ilaʾi,undirected,Šarru-emuranni,
P313421,Šarru-emuranni,Aššur-belu-taqqin,undirected,Šarru-emuranni,
P313421,Šarru-emuranni,Abi-Seʾ,undirected,Šarru-emuranni,
P313421,Šarru-emuranni,Adad-remanni,undirected,Šarru-emuranni,
P313421,Šamaš-ilaʾi,Aššur-belu-taqqin,undirected,Šarru-emuranni,
P313421,Šamaš-ilaʾi,Abi-Seʾ,undirected,Šarru-emuranni,
P313421,Šamaš-ilaʾi,Adad-remanni,undirected,Šarru-emuranni,
P313421,Aššur-belu-taqqin,Abi-Seʾ,undirected,Šarru-emuranni,
P313421,Aššur-belu-taqqin,Adad-remanni,undirected,Šarru-emuranni,
P313421,Abi-Seʾ,Adad-remanni,undirected,Šarru-emuranni,
P313515,Šarru-emuranni,Nabu-ereš,undirected,Šarru-emuranni,
P313515,Šarru-emuranni,Nabu-leʾi,undirected,Šarru-emuranni,
P313515,Nabu-ereš,Nabu-leʾi,undirected,Šarru-emuranni,
P334367,Šamaš-belu-uṣur,Balassu,undirected,Šamaš-belu-uṣur,
P334367,Šamaš-belu-uṣur,Ša-la-ili-mannu,undirected,Šamaš-belu-uṣur,
P334367,Balassu,Ša-la-ili-mannu,undirected,Šamaš-belu-uṣur,
P313470,Aššur-belu-uṣur,Lutu,undirected,Aššur-belu-uṣur,
P313470,Aššur-belu-uṣur,Šamaš-belu-uṣur,undirected,Aššur-belu-uṣur,
P313470,Aššur-belu-uṣur,Eni-il,undirected,Aššur-belu-uṣur,
P313470,Lutu,Šamaš-belu-uṣur,undirected,Aššur-belu-uṣur,
P313470,Lutu,Eni-il,undirected,Aššur-belu-uṣur,
P313470,Šamaš-belu-uṣur,Eni-il,undirected,Aššur-belu-uṣur,
P334683,Marduk-šarrani,Marduk-apla-iddina,undirected,Il-yadaʾ or Šarru-emuranni,
P334683,Marduk-šarrani,Mar-Yakin,undirected,Il-yadaʾ or Šarru-emuranni,
P334683,Marduk-apla-iddina,Marduk-šarrani,undirected,Il-yadaʾ or Šarru-emuranni,
P334683,Marduk-apla-iddina,Mar-Yakin,undirected,Il-yadaʾ or Šarru-emuranni,
P334683,Mar-Yakin,Marduk-šarrani,undirected,Il-yadaʾ or Šarru-emuranni,
P334716,Il-yadaʾ,Marduk-apla-iddina,undirected,Il-yadaʾ,
P313483,Il-yadaʾ,Mar-Yakin,undirected,Il-yadaʾ,
P313483,Il-yadaʾ,Bel-uduʾa,undirected,Il-yadaʾ,
P313483,Il-yadaʾ,Eṭiru,undirected,Il-yadaʾ,
P313483,Il-yadaʾ,Nabu-ušallim,undirected,Il-yadaʾ,
P313483,Mar-Yakin,Bel-uduʾa,undirected,Il-yadaʾ,
P313483,Mar-Yakin,Eṭiru,undirected,Il-yadaʾ,
P313483,Mar-Yakin,Nabu-ušallim,undirected,Il-yadaʾ,
P313483,Bel-uduʾa,Eṭiru,undirected,Il-yadaʾ,
P313483,Bel-uduʾa,Nabu-ušallim,undirected,Il-yadaʾ,
P313483,Eṭiru,Nabu-ušallim,undirected,Il-yadaʾ,
P313849,Il-yadaʾ,Nabu-belu-kaʾʾin,undirected,Nabu-šumu-iddina,
P334711,Eṭiru,Bel-ibni,undirected,,
P334507,Marduk-šarru-uṣur,Erra-dala,undirected,Marduk-šarru-uṣur,
P334507,Marduk-šarru-uṣur,Bel-uṣur,undirected,Marduk-šarru-uṣur,
P334507,Erra-dala,Bel-uṣur,undirected,Marduk-šarru-uṣur,
P428978,Nabu-belu-kaʾʾin,Aššur-daʾʾinanni,undirected,Nabu-belu-kaʾʾin,
P334316,Nabu-belu-kaʾʾin,Mar-Yakin,undirected,Nabu-belu-kaʾʾin,
P334846,Nabu-belu-kaʾʾin,Nergal-belu-uṣur,undirected,Nabu-belu-kaʾʾin,
P313496,Niya,Uaksatar,undirected,,
P334847,Nabu-duru-uṣur,Dalta,undirected,Nabu-duru-uṣur,
P334847,Nabu-duru-uṣur,Umman-mina,undirected,Nabu-duru-uṣur,
P334847,Dalta,Umman-mina,undirected,Nabu-duru-uṣur,
P334537,Šarru-emuranni,Ahu-bani,undirected,Šarru-emuranni,
P334119,Marduk-šarru-uṣur,Ašpa-bara,undirected,Marduk-šarru-uṣur,
P334119,Marduk-šarru-uṣur,Kibabiše,undirected,Marduk-šarru-uṣur,
P334119,Marduk-šarru-uṣur,Dasukku,undirected,Marduk-šarru-uṣur,
P334119,Marduk-šarru-uṣur,Lutu,undirected,Marduk-šarru-uṣur,
P334119,Ašpa-bara,Kibabiše,undirected,Marduk-šarru-uṣur,
P334119,Ašpa-bara,Dasukku,undirected,Marduk-šarru-uṣur,
P334119,Ašpa-bara,Marduk-šarru-uṣur,undirected,Marduk-šarru-uṣur,
P334119,Ašpa-bara,Lutu,undirected,Marduk-šarru-uṣur,
P334119,Kibabiše,Dasukku,undirected,Marduk-šarru-uṣur,
P334119,Kibabiše,Marduk-šarru-uṣur,undirected,Marduk-šarru-uṣur,
P334119,Kibabiše,Lutu,undirected,Marduk-šarru-uṣur,
P334119,Kibabiše,Ašpa-bara,undirected,Marduk-šarru-uṣur,
P334119,Dasukku,Marduk-šarru-uṣur,undirected,Marduk-šarru-uṣur,
P334119,Dasukku,Kibabiše,undirected,Marduk-šarru-uṣur,
P334119,Dasukku,Lutu,undirected,Marduk-šarru-uṣur,
P334119,Dasukku,Ašpa-bara,undirected,Marduk-šarru-uṣur,
P334119,Lutu,Ašpa-bara,undirected,Marduk-šarru-uṣur,
P334115,Nabu-belu-kaʾʾin,Nabu-iqiša,undirected,Nabu-belu-kaʾʾin,
P334731,Nabu-duru-uṣur,Lu-ahuʾa,undirected,Nabu-duru-uṣur,
P334731,Nabu-duru-uṣur,Ahi-yaqar,undirected,Nabu-duru-uṣur,
P334731,Nabu-duru-uṣur,Bel-emuranni,undirected,Nabu-duru-uṣur,
P334731,Nabu-duru-uṣur,Eṭiru,undirected,Nabu-duru-uṣur,
P334731,Lu-ahuʾa,Ahi-yaqar,undirected,Nabu-duru-uṣur,
P334731,Lu-ahuʾa,Bel-emuranni,undirected,Nabu-duru-uṣur,
P334731,Lu-ahuʾa,Eṭiru,undirected,Nabu-duru-uṣur,
P334731,Ahi-yaqar,Bel-emuranni,undirected,Nabu-duru-uṣur,
P334731,Ahi-yaqar,Eṭiru,undirected,Nabu-duru-uṣur,
P334731,Bel-emuranni,Eṭiru,undirected,Nabu-duru-uṣur,
P334731,Eṭiru,Bel-emuranni,undirected,Nabu-duru-uṣur,
P314046,Marduk-apla-iddina,Bel-iqiša,undirected,,
P334441,Nabu-epuš,Madayu,undirected,Aššur-belu-taqqin,
P334441,Nabu-epuš,Il-yadaʾ,undirected,Aššur-belu-taqqin,
P334441,Nabu-epuš,Mannu-ki-mat-Aššur,undirected,Aššur-belu-taqqin,
P334441,Nabu-epuš,Aššur-belu-taqqin,undirected,Aššur-belu-taqqin,
P334441,Nabu-epuš,Ereš-ilu,undirected,Aššur-belu-taqqin,
P334441,Madayu,Il-yadaʾ,undirected,Aššur-belu-taqqin,
P334441,Madayu,Mannu-ki-mat-Aššur,undirected,Aššur-belu-taqqin,
P334441,Madayu,Aššur-belu-taqqin,undirected,Aššur-belu-taqqin,
P334441,Madayu,Ereš-ilu,undirected,Aššur-belu-taqqin,
P334441,Il-yadaʾ,Mannu-ki-mat-Aššur,undirected,Aššur-belu-taqqin,
P334441,Il-yadaʾ,Aššur-belu-taqqin,undirected,Aššur-belu-taqqin,
P334441,Il-yadaʾ,Ereš-ilu,undirected,Aššur-belu-taqqin,
P334441,Mannu-ki-mat-Aššur,Aššur-belu-taqqin,undirected,Aššur-belu-taqqin,
P334441,Mannu-ki-mat-Aššur,Il-yadaʾ,undirected,Aššur-belu-taqqin,
P334441,Mannu-ki-mat-Aššur,Ereš-ilu,undirected,Aššur-belu-taqqin,
P334441,Aššur-belu-taqqin,Il-yadaʾ,undirected,Aššur-belu-taqqin,
P334441,Aššur-belu-taqqin,Ereš-ilu,undirected,Aššur-belu-taqqin,
P334441,Ereš-ilu,Il-yadaʾ,undirected,Aššur-belu-taqqin,
P334343,Il-yadaʾ,Kutayu,undirected,Il-yadaʾ,
P334343,Il-yadaʾ,Seʾ-salamu,undirected,Il-yadaʾ,
P334343,Il-yadaʾ,Yasumu,undirected,Il-yadaʾ,
P334343,Il-yadaʾ,Mar-Zeri,undirected,Il-yadaʾ,
P334343,Kutayu,Seʾ-salamu,undirected,Il-yadaʾ,
P334343,Kutayu,Yasumu,undirected,Il-yadaʾ,
P334343,Kutayu,Mar-Zeri,undirected,Il-yadaʾ,
P334343,Seʾ-salamu,Yasumu,undirected,Il-yadaʾ,
P334343,Seʾ-salamu,Mar-Zeri,undirected,Il-yadaʾ,
P334343,Yasumu,Mar-Zeri,undirected,Il-yadaʾ,
P334421,Ahu-nuri,Radmanu,undirected,Il-yadaʾ,
P313576,Nabu-remanni,Nabu-belu-kaʾʾin,undirected,Nabu-remanni,
P313848,Mahumaya,Il-yadaʾ,undirected,Aššur-belu-taqqin,
P334097,Sin-naʾdi,Aššur-belu-taqqin,undirected,Sin-naʾdi,
P334076,Mannu-ki-Ninua,Šarru-emuranni,undirected,Mannu-ki-Ninua,
P334076,Mannu-ki-Ninua,Lutu,undirected,Mannu-ki-Ninua,
P334076,Mannu-ki-Ninua,Irtukkanu,undirected,Mannu-ki-Ninua,
P334076,Šarru-emuranni,Lutu,undirected,Mannu-ki-Ninua,
P334076,Šarru-emuranni,Irtukkanu,undirected,Mannu-ki-Ninua,
P334076,Lutu,Irtukkanu,undirected,Mannu-ki-Ninua,
P313434,Nabu-belu-kaʾʾin,Il-yadaʾ,undirected,Nabu-belu-kaʾʾin,
P334697,Asrukanu,Irtukkanu,undirected,Mannu-ki-Ninua,
P313747,Il-yadaʾ,Badaya,undirected,,
P313747,Badaya,Il-yadaʾ,undirected,,
P313788,Nabu-balliṭanni,Natan,undirected,Nabu-balliṭanni,
P313788,Nabu-balliṭanni,Mannu-iri,undirected,Nabu-balliṭanni,
P313788,Nabu-balliṭanni,Nabu-šallim,undirected,Nabu-balliṭanni,
P313788,Natan,Mannu-iri,undirected,Nabu-balliṭanni,
P313788,Natan,Nabu-šallim,undirected,Nabu-balliṭanni,
P313788,Mannu-iri,Nabu-šallim,undirected,Nabu-balliṭanni,
P334413,Šarru-emuranni,Barik-il,undirected,Šarru-emuranni,
P334413,Šarru-emuranni,Nabu-šallim,undirected,Šarru-emuranni,
P334413,Šarru-emuranni,Umadi,undirected,Šarru-emuranni,
P334413,Barik-il,Nabu-šallim,undirected,Šarru-emuranni,
P334413,Barik-il,Umadi,undirected,Šarru-emuranni,
P334413,Nabu-šallim,Umadi,undirected,Šarru-emuranni,
P313653,Šarru-emuranni,Nabu-taklak,undirected,Šarru-emuranni,
P313653,Šarru-emuranni,Marduk-zeru-ibni,undirected,Šarru-emuranni,
P313653,Nabu-taklak,Marduk-zeru-ibni,undirected,Šarru-emuranni,
P313476,Badaya,Lansi,undirected,,
P313476,Lansi,Badaya,undirected,,
P314016,Mar-suri,Adda-imme,undirected,,
P313498,Aššur-belu-uṣur,Ezi,undirected,Aššur-belu-uṣur,
P313498,Aššur-belu-uṣur,Zala,undirected,Aššur-belu-uṣur,
P313498,Ezi,Zala,undirected,Aššur-belu-uṣur,
P334916,Nabu-belu-kaʾʾin,Nabu-iqiša,undirected,Nabu-belu-kaʾʾin,
P334916,Nabu-belu-kaʾʾin,Mar-Yakin,undirected,Nabu-belu-kaʾʾin,
P334916,Nabu-iqiša,Mar-Yakin,undirected,Nabu-belu-kaʾʾin,
P313728,Marduk-apla-iddina,Nani,undirected,,
P334108,Issar-duri,Marduk-šarru-uṣur,undirected,Issar-duri,
P334168,Nergal-eṭir,Dalta,undirected,Nergal-eṭir,
P313659,Aššur-belu-taqqin,Nabu-nadin-ahi,undirected,,
P334540,Šarru-emuranni,Mar-Zeri,undirected,Šarru-emuranni,
P334704,Aššur-belu-taqqin,Šamaš-taklak,undirected,Aššur-belu-taqqin,
P334704,Aššur-belu-taqqin,Nabu-taklak,undirected,Aššur-belu-taqqin,
P334704,Aššur-belu-taqqin,Marduk-apla-iddina,undirected,Aššur-belu-taqqin,
P334704,Šamaš-taklak,Nabu-taklak,undirected,Aššur-belu-taqqin,
P334704,Šamaš-taklak,Marduk-apla-iddina,undirected,Aššur-belu-taqqin,
P334704,Nabu-taklak,Marduk-apla-iddina,undirected,Aššur-belu-taqqin,
P224449,Dalta,Nergal-eṭir,undirected,Nabu-belu-kaʾʾin,
P224449,Dalta,Hunanu,undirected,Nabu-belu-kaʾʾin,
P224449,Nergal-eṭir,Hunanu,undirected,Nabu-belu-kaʾʾin,
P334703,Issar-duri,Nadin,undirected,Issar-duri,
P334703,Issar-duri,Harriru,undirected,Issar-duri,
P334703,Nadin,Harriru,undirected,Issar-duri,
P334155,Aššur-belu-taqqin,Hazannu,undirected,Aššur-belu-taqqin,
P334155,Aššur-belu-taqqin,Ubaru,undirected,Aššur-belu-taqqin,
P334155,Aššur-belu-taqqin,Nabu-bani,undirected,Aššur-belu-taqqin,
P334155,Aššur-belu-taqqin,Palihka-libluṭ,undirected,Aššur-belu-taqqin,
P334155,Aššur-belu-taqqin,Nabu-ahu-ereš,undirected,Aššur-belu-taqqin,
P334155,Aššur-belu-taqqin,Zazaya,undirected,Aššur-belu-taqqin,
P334155,Aššur-belu-taqqin,Harranu,undirected,Aššur-belu-taqqin,
P334155,Aššur-belu-taqqin,Amat-Bel-uṣur,undirected,Aššur-belu-taqqin,
P334155,Aššur-belu-taqqin,Naʾid-Ešeriga,undirected,Aššur-belu-taqqin,
P334155,Aššur-belu-taqqin,Nabu-nadin-ahi,undirected,Aššur-belu-taqqin,
P334155,Aššur-belu-taqqin,Bel-lamur,undirected,Aššur-belu-taqqin,
P334155,Aššur-belu-taqqin,Anu-ereš,undirected,Aššur-belu-taqqin,
P334155,Aššur-belu-taqqin,Iqišaya,undirected,Aššur-belu-taqqin,
P334155,Aššur-belu-taqqin,Rehanu,undirected,Aššur-belu-taqqin,
P334155,Aššur-belu-taqqin,Paltaṣi,undirected,Aššur-belu-taqqin,
P334155,Aššur-belu-taqqin,Il-yadaʾ,undirected,Aššur-belu-taqqin,
P334155,Hazannu,Ubaru,undirected,Aššur-belu-taqqin,
P334155,Hazannu,Nabu-bani,undirected,Aššur-belu-taqqin,
P334155,Hazannu,Palihka-libluṭ,undirected,Aššur-belu-taqqin,
P334155,Hazannu,Nabu-ahu-ereš,undirected,Aššur-belu-taqqin,
P334155,Hazannu,Zazaya,undirected,Aššur-belu-taqqin,
P334155,Hazannu,Harranu,undirected,Aššur-belu-taqqin,
P334155,Hazannu,Amat-Bel-uṣur,undirected,Aššur-belu-taqqin,
P334155,Hazannu,Naʾid-Ešeriga,undirected,Aššur-belu-taqqin,
P334155,Hazannu,Nabu-nadin-ahi,undirected,Aššur-belu-taqqin,
P334155,Hazannu,Bel-lamur,undirected,Aššur-belu-taqqin,
P334155,Hazannu,Anu-ereš,undirected,Aššur-belu-taqqin,
P334155,Hazannu,Iqišaya,undirected,Aššur-belu-taqqin,
P334155,Hazannu,Rehanu,undirected,Aššur-belu-taqqin,
P334155,Hazannu,Paltaṣi,undirected,Aššur-belu-taqqin,
P334155,Hazannu,Il-yadaʾ,undirected,Aššur-belu-taqqin,
P334155,Ubaru,Nabu-bani,undirected,Aššur-belu-taqqin,
P334155,Ubaru,Palihka-libluṭ,undirected,Aššur-belu-taqqin,
P334155,Ubaru,Nabu-ahu-ereš,undirected,Aššur-belu-taqqin,
P334155,Ubaru,Zazaya,undirected,Aššur-belu-taqqin,
P334155,Ubaru,Harranu,undirected,Aššur-belu-taqqin,
P334155,Ubaru,Amat-Bel-uṣur,undirected,Aššur-belu-taqqin,
P334155,Ubaru,Naʾid-Ešeriga,undirected,Aššur-belu-taqqin,
P334155,Ubaru,Nabu-nadin-ahi,undirected,Aššur-belu-taqqin,
P334155,Ubaru,Bel-lamur,undirected,Aššur-belu-taqqin,
P334155,Ubaru,Anu-ereš,undirected,Aššur-belu-taqqin,
P334155,Ubaru,Iqišaya,undirected,Aššur-belu-taqqin,
P334155,Ubaru,Rehanu,undirected,Aššur-belu-taqqin,
P334155,Ubaru,Paltaṣi,undirected,Aššur-belu-taqqin,
P334155,Ubaru,Hazannu,undirected,Aššur-belu-taqqin,
P334155,Ubaru,Il-yadaʾ,undirected,Aššur-belu-taqqin,
P334155,Nabu-bani,Palihka-libluṭ,undirected,Aššur-belu-taqqin,
P334155,Nabu-bani,Nabu-ahu-ereš,undirected,Aššur-belu-taqqin,
P334155,Nabu-bani,Zazaya,undirected,Aššur-belu-taqqin,
P334155,Nabu-bani,Harranu,undirected,Aššur-belu-taqqin,
P334155,Nabu-bani,Amat-Bel-uṣur,undirected,Aššur-belu-taqqin,
P334155,Nabu-bani,Naʾid-Ešeriga,undirected,Aššur-belu-taqqin,
P334155,Nabu-bani,Nabu-nadin-ahi,undirected,Aššur-belu-taqqin,
P334155,Nabu-bani,Bel-lamur,undirected,Aššur-belu-taqqin,
P334155,Nabu-bani,Anu-ereš,undirected,Aššur-belu-taqqin,
P334155,Nabu-bani,Iqišaya,undirected,Aššur-belu-taqqin,
P334155,Nabu-bani,Rehanu,undirected,Aššur-belu-taqqin,
P334155,Nabu-bani,Paltaṣi,undirected,Aššur-belu-taqqin,
P334155,Nabu-bani,Hazannu,undirected,Aššur-belu-taqqin,
P334155,Nabu-bani,Il-yadaʾ,undirected,Aššur-belu-taqqin,
P334155,Palihka-libluṭ,Nabu-ahu-ereš,undirected,Aššur-belu-taqqin,
P334155,Palihka-libluṭ,Zazaya,undirected,Aššur-belu-taqqin,
P334155,Palihka-libluṭ,Harranu,undirected,Aššur-belu-taqqin,
P334155,Palihka-libluṭ,Amat-Bel-uṣur,undirected,Aššur-belu-taqqin,
P334155,Palihka-libluṭ,Naʾid-Ešeriga,undirected,Aššur-belu-taqqin,
P334155,Palihka-libluṭ,Nabu-nadin-ahi,undirected,Aššur-belu-taqqin,
P334155,Palihka-libluṭ,Bel-lamur,undirected,Aššur-belu-taqqin,
P334155,Palihka-libluṭ,Anu-ereš,undirected,Aššur-belu-taqqin,
P334155,Palihka-libluṭ,Iqišaya,undirected,Aššur-belu-taqqin,
P334155,Palihka-libluṭ,Rehanu,undirected,Aššur-belu-taqqin,
P334155,Palihka-libluṭ,Paltaṣi,undirected,Aššur-belu-taqqin,
P334155,Palihka-libluṭ,Hazannu,undirected,Aššur-belu-taqqin,
P334155,Palihka-libluṭ,Il-yadaʾ,undirected,Aššur-belu-taqqin,
P334155,Nabu-ahu-ereš,Zazaya,undirected,Aššur-belu-taqqin,
P334155,Nabu-ahu-ereš,Harranu,undirected,Aššur-belu-taqqin,
P334155,Nabu-ahu-ereš,Amat-Bel-uṣur,undirected,Aššur-belu-taqqin,
P334155,Nabu-ahu-ereš,Naʾid-Ešeriga,undirected,Aššur-belu-taqqin,
P334155,Nabu-ahu-ereš,Nabu-nadin-ahi,undirected,Aššur-belu-taqqin,
P334155,Nabu-ahu-ereš,Bel-lamur,undirected,Aššur-belu-taqqin,
P334155,Nabu-ahu-ereš,Anu-ereš,undirected,Aššur-belu-taqqin,
P334155,Nabu-ahu-ereš,Iqišaya,undirected,Aššur-belu-taqqin,
P334155,Nabu-ahu-ereš,Rehanu,undirected,Aššur-belu-taqqin,
P334155,Nabu-ahu-ereš,Paltaṣi,undirected,Aššur-belu-taqqin,
P334155,Nabu-ahu-ereš,Hazannu,undirected,Aššur-belu-taqqin,
P334155,Nabu-ahu-ereš,Il-yadaʾ,undirected,Aššur-belu-taqqin,
P334155,Zazaya,Harranu,undirected,Aššur-belu-taqqin,
P334155,Zazaya,Amat-Bel-uṣur,undirected,Aššur-belu-taqqin,
P334155,Zazaya,Naʾid-Ešeriga,undirected,Aššur-belu-taqqin,
P334155,Zazaya,Nabu-nadin-ahi,undirected,Aššur-belu-taqqin,
P334155,Zazaya,Bel-lamur,undirected,Aššur-belu-taqqin,
P334155,Zazaya,Anu-ereš,undirected,Aššur-belu-taqqin,
P334155,Zazaya,Iqišaya,undirected,Aššur-belu-taqqin,
P334155,Zazaya,Rehanu,undirected,Aššur-belu-taqqin,
P334155,Zazaya,Paltaṣi,undirected,Aššur-belu-taqqin,
P334155,Zazaya,Hazannu,undirected,Aššur-belu-taqqin,
P334155,Zazaya,Il-yadaʾ,undirected,Aššur-belu-taqqin,
P334155,Harranu,Amat-Bel-uṣur,undirected,Aššur-belu-taqqin,
P334155,Harranu,Naʾid-Ešeriga,undirected,Aššur-belu-taqqin,
P334155,Harranu,Nabu-nadin-ahi,undirected,Aššur-belu-taqqin,
P334155,Harranu,Bel-lamur,undirected,Aššur-belu-taqqin,
P334155,Harranu,Anu-ereš,undirected,Aššur-belu-taqqin,
P334155,Harranu,Iqišaya,undirected,Aššur-belu-taqqin,
P334155,Harranu,Rehanu,undirected,Aššur-belu-taqqin,
P334155,Harranu,Paltaṣi,undirected,Aššur-belu-taqqin,
P334155,Harranu,Hazannu,undirected,Aššur-belu-taqqin,
P334155,Harranu,Il-yadaʾ,undirected,Aššur-belu-taqqin,
P334155,Amat-Bel-uṣur,Naʾid-Ešeriga,undirected,Aššur-belu-taqqin,
P334155,Amat-Bel-uṣur,Nabu-nadin-ahi,undirected,Aššur-belu-taqqin,
P334155,Amat-Bel-uṣur,Bel-lamur,undirected,Aššur-belu-taqqin,
P334155,Amat-Bel-uṣur,Anu-ereš,undirected,Aššur-belu-taqqin,
P334155,Amat-Bel-uṣur,Iqišaya,undirected,Aššur-belu-taqqin,
P334155,Amat-Bel-uṣur,Rehanu,undirected,Aššur-belu-taqqin,
P334155,Amat-Bel-uṣur,Paltaṣi,undirected,Aššur-belu-taqqin,
P334155,Amat-Bel-uṣur,Hazannu,undirected,Aššur-belu-taqqin,
P334155,Amat-Bel-uṣur,Il-yadaʾ,undirected,Aššur-belu-taqqin,
P334155,Naʾid-Ešeriga,Nabu-nadin-ahi,undirected,Aššur-belu-taqqin,
P334155,Naʾid-Ešeriga,Bel-lamur,undirected,Aššur-belu-taqqin,
P334155,Naʾid-Ešeriga,Anu-ereš,undirected,Aššur-belu-taqqin,
P334155,Naʾid-Ešeriga,Iqišaya,undirected,Aššur-belu-taqqin,
P334155,Naʾid-Ešeriga,Rehanu,undirected,Aššur-belu-taqqin,
P334155,Naʾid-Ešeriga,Paltaṣi,undirected,Aššur-belu-taqqin,
P334155,Naʾid-Ešeriga,Hazannu,undirected,Aššur-belu-taqqin,
P334155,Naʾid-Ešeriga,Il-yadaʾ,undirected,Aššur-belu-taqqin,
P334155,Nabu-nadin-ahi,Bel-lamur,undirected,Aššur-belu-taqqin,
P334155,Nabu-nadin-ahi,Anu-ereš,undirected,Aššur-belu-taqqin,
P334155,Nabu-nadin-ahi,Iqišaya,undirected,Aššur-belu-taqqin,
P334155,Nabu-nadin-ahi,Rehanu,undirected,Aššur-belu-taqqin,
P334155,Nabu-nadin-ahi,Paltaṣi,undirected,Aššur-belu-taqqin,
P334155,Nabu-nadin-ahi,Hazannu,undirected,Aššur-belu-taqqin,
P334155,Nabu-nadin-ahi,Il-yadaʾ,undirected,Aššur-belu-taqqin,
P334155,Bel-lamur,Anu-ereš,undirected,Aššur-belu-taqqin,
P334155,Bel-lamur,Iqišaya,undirected,Aššur-belu-taqqin,
P334155,Bel-lamur,Rehanu,undirected,Aššur-belu-taqqin,
P334155,Bel-lamur,Paltaṣi,undirected,Aššur-belu-taqqin,
P334155,Bel-lamur,Hazannu,undirected,Aššur-belu-taqqin,
P334155,Bel-lamur,Il-yadaʾ,undirected,Aššur-belu-taqqin,
P334155,Anu-ereš,Iqišaya,undirected,Aššur-belu-taqqin,
P334155,Anu-ereš,Rehanu,undirected,Aššur-belu-taqqin,
P334155,Anu-ereš,Paltaṣi,undirected,Aššur-belu-taqqin,
P334155,Anu-ereš,Hazannu,undirected,Aššur-belu-taqqin,
P334155,Anu-ereš,Il-yadaʾ,undirected,Aššur-belu-taqqin,
P334155,Iqišaya,Rehanu,undirected,Aššur-belu-taqqin,
P334155,Iqišaya,Paltaṣi,undirected,Aššur-belu-taqqin,
P334155,Iqišaya,Hazannu,undirected,Aššur-belu-taqqin,
P334155,Iqišaya,Il-yadaʾ,undirected,Aššur-belu-taqqin,
P334155,Rehanu,Paltaṣi,undirected,Aššur-belu-taqqin,
P334155,Rehanu,Hazannu,undirected,Aššur-belu-taqqin,
P334155,Rehanu,Il-yadaʾ,undirected,Aššur-belu-taqqin,
P334155,Paltaṣi,Hazannu,undirected,Aššur-belu-taqqin,
P334155,Paltaṣi,Il-yadaʾ,undirected,Aššur-belu-taqqin,
P334204,Šarru-emuranni,Bel-iqiša,undirected,Šarru-emuranni,
P334116,Nabu-belu-kaʾʾin,Nabu-iqiša,undirected,Nabu-belu-kaʾʾin,
